activity_description_id,activity_detail_id,activity_detail_name,activity_type_id,cluster_id
latrine_stalls_desludged,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),sanitation,wash
latrine_stalls_school_rehab,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),sanitation,wash
latrine_cleaning_kit,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),sanitation,wash
septic_tank_new,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),sanitation,wash
sewer_line_new,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),sanitation,wash
septic_tank_rehab,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),sanitation,wash
sewer_line_rehab,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),sanitation,wash
latrine_stalls_decommissioned,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),sanitation,wash
solid_waste_management,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),sanitation,wash
drainage_provision,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),sanitation,wash
education_vector_control_awareness,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),sanitation,wash
washing_facilities_new,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),sanitation,wash
washing_facilities_rehab,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),sanitation,wash
education_hygiene_promotion_school,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),hygiene,wash
hygiene_promotion_health_facilities,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),hygiene,wash
hand_washing_facilities_new,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),hygiene,wash
hand_washing_facilities_rehab,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),hygiene,wash
education_hygiene_promotion_household_community,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),hygiene,wash
disinfection_common_places_chlorine,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),hygiene,wash
assessment_wash_health_facility,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),assessment,wash
assessment_wash_community,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),assessment,wash
evaluation_baseline,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),evaluation,wash
evaluation_endline,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),evaluation,wash
evaluation_pdm,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),evaluation,wash
evaluation_crm,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),evaluation,wash
evaluation_results_monitoring,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),evaluation,wash
evaluation_fgd,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),evaluation,wash
evaluation_kap,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),evaluation,wash
evaluation_kii,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),evaluation,wash
assessment_wash_school,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),assessment,wash
using_the_wash_gbv_checklist,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),wash_gbv_mitigation,wash
gbv_risk_discussion_with_female_before_assistance,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),wash_gbv_mitigation,wash
covid-19_mitigation_measures_in_placed,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),accountability_quality_assurance,wash
receipt_for_technical_quality_assurance_by_the_authorities,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),accountability_quality_assurance,wash
evaluation_csi,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),evaluation,wash
assistance_through_voucher_distribution,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),cash_voucher,wash
family_water_kit_distribution,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),wash_supplies,wash
family_hygiene_kits_distributed,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),wash_supplies,wash
wash_package_kit_distribution,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),wash_supplies,wash
assistance_through_cash_distribution,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),cash_voucher,wash
psea_focal_points_available,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),wash_psea,wash
tent_distribution_2_tarps,response_covid19,COVID-19 Response,standard_emergency_shelter_assistance,esnfi
tent_distribution_2_tarps,drought_response,Drought Response,standard_emergency_shelter_assistance,esnfi
tent_distribution_2_tarps,cholera_response,Cholera Response,standard_emergency_shelter_assistance,esnfi
tent_distribution_2_tarps,regular,Regular Activity,standard_emergency_shelter_assistance,esnfi
shelter_self_construction_repair_kit,response_covid19,COVID-19 Response,standard_emergency_shelter_assistance,esnfi
shelter_self_construction_repair_kit,drought_response,Drought Response,standard_emergency_shelter_assistance,esnfi
shelter_self_construction_repair_kit,regular,Regular Activity,standard_emergency_shelter_assistance,esnfi
shelter_self_construction_repair_kit,cholera_response,Cholera Response,standard_emergency_shelter_assistance,esnfi
rental_support_3_months,response_covid19,COVID-19 Response,standard_emergency_shelter_assistance,esnfi
rental_support_3_months,drought_response,Drought Response,standard_emergency_shelter_assistance,esnfi
rental_support_3_months,regular,Regular Activity,standard_emergency_shelter_assistance,esnfi
standard_emergency_nfi_kit,regular,Regular Activity,standard_emergency_nfi_kit,esnfi
standard_emergency_nfi_kit,response_covid19,COVID-19 Response,standard_emergency_nfi_kit,esnfi
rental_support_3_months,cholera_response,Cholera Response,standard_emergency_shelter_assistance,esnfi
standard_emergency_nfi_kit,cholera_response,Cholera Response,standard_emergency_nfi_kit,esnfi
standard_emergency_nfi_kit,drought_response,Drought Response,standard_emergency_nfi_kit,esnfi
repair_upgrade_of_shelters_with_minor_damage,response_covid19,COVID-19 Response,shelter_repair_upgrade,esnfi
repair_upgrade_of_shelters_with_minor_damage,drought_response,Drought Response,shelter_repair_upgrade,esnfi
repair_upgrade_of_shelters_with_minor_damage,regular,Regular Activity,shelter_repair_upgrade,esnfi
repair_upgrade_of_shelters_with_minor_damage,cholera_response,Cholera Response,shelter_repair_upgrade,esnfi
repair_upgrade_of_shelters_with_severe_damage,response_covid19,COVID-19 Response,shelter_repair_upgrade,esnfi
repair_upgrade_of_shelters_with_severe_damage,regular,Regular Activity,shelter_repair_upgrade,esnfi
repair_upgrade_of_shelters_with_severe_damage,drought_response,Drought Response,shelter_repair_upgrade,esnfi
extension_of_existing_shelters,regular,Regular Activity,shelter_repair_upgrade,esnfi
extension_of_existing_shelters,response_covid19,COVID-19 Response,shelter_repair_upgrade,esnfi
repair_upgrade_of_shelters_with_severe_damage,cholera_response,Cholera Response,shelter_repair_upgrade,esnfi
extension_of_existing_shelters,cholera_response,Cholera Response,shelter_repair_upgrade,esnfi
extension_of_existing_shelters,drought_response,Drought Response,shelter_repair_upgrade,esnfi
transitional_shelter_construction_1_room,response_covid19,COVID-19 Response,transitional_shelter,esnfi
transitional_shelter_construction_1_room,cholera_response,Cholera Response,transitional_shelter,esnfi
transitional_shelter_construction_1_room,drought_response,Drought Response,transitional_shelter,esnfi
transitional_shelter_construction_2_room,drought_response,Drought Response,transitional_shelter,esnfi
transitional_shelter_construction_2_room,response_covid19,COVID-19 Response,transitional_shelter,esnfi
transitional_shelter_construction_2_room,cholera_response,Cholera Response,transitional_shelter,esnfi
permanent_shelter_construction_1_room,response_covid19,COVID-19 Response,permanent_shelter,esnfi
permanent_shelter_construction_1_room,drought_response,Drought Response,permanent_shelter,esnfi
permanent_shelter_construction_2_room,response_covid19,COVID-19 Response,permanent_shelter,esnfi
permanent_shelter_construction_1_room,cholera_response,Cholera Response,permanent_shelter,esnfi
permanent_shelter_construction_2_room,drought_response,Drought Response,permanent_shelter,esnfi
winterization_heating_and_fuel_assistance,regular,Regular Activity,standard_winterization_assistance,esnfi
winterization_heating_and_fuel_assistance,response_covid19,COVID-19 Response,standard_winterization_assistance,esnfi
permanent_shelter_construction_2_room,cholera_response,Cholera Response,permanent_shelter,esnfi
winterization_heating_and_fuel_assistance,cholera_response,Cholera Response,standard_winterization_assistance,esnfi
winter_clothing_package,regular,Regular Activity,standard_winterization_assistance,esnfi
winterization_heating_and_fuel_assistance,drought_response,Drought Response,standard_winterization_assistance,esnfi
winter_clothing_package,response_covid19,COVID-19 Response,standard_winterization_assistance,esnfi
winter_clothing_package,cholera_response,Cholera Response,standard_winterization_assistance,esnfi
blanket_package,regular,Regular Activity,standard_winterization_assistance,esnfi
winter_clothing_package,drought_response,Drought Response,standard_winterization_assistance,esnfi
blanket_package,drought_response,Drought Response,standard_winterization_assistance,esnfi
blanket_package,cholera_response,Cholera Response,standard_winterization_assistance,esnfi
training_awareness_drr,response_covid19,COVID-19 Response,esnfi_education_training,esnfi
training_awareness_drr,drought_response,Drought Response,esnfi_education_training,esnfi
blanket_package,response_covid19,COVID-19 Response,standard_winterization_assistance,esnfi
training_awareness_drr,cholera_response,Cholera Response,esnfi_education_training,esnfi
training_on_upgrading_repairs_of_shelters,regular,Regular Activity,esnfi_education_training,esnfi
training_on_upgrading_repairs_of_shelters,drought_response,Drought Response,esnfi_education_training,esnfi
training_on_upgrading_repairs_of_shelters,response_covid19,COVID-19 Response,esnfi_education_training,esnfi
training_on_upgrading_repairs_of_shelters,cholera_response,Cholera Response,esnfi_education_training,esnfi
training_on_construction_of_transitional_shelters,regular,Regular Activity,esnfi_education_training,esnfi
training_on_construction_of_transitional_shelters,response_covid19,COVID-19 Response,esnfi_education_training,esnfi
training_on_construction_of_transitional_shelters,drought_response,Drought Response,esnfi_education_training,esnfi
training_on_construction_of_transitional_shelters,cholera_response,Cholera Response,esnfi_education_training,esnfi
training_on_construction_of_permanent_shelters,response_covid19,COVID-19 Response,esnfi_education_training,esnfi
training_on_construction_of_permanent_shelters,drought_response,Drought Response,esnfi_education_training,esnfi
training_on_construction_of_permanent_shelters,regular,Regular Activity,esnfi_education_training,esnfi
training_on_construction_of_permanent_shelters,cholera_response,Cholera Response,esnfi_education_training,esnfi
psychosocial_and_mental_health_support,provision_of_structured_pss_for_girls_and_boys_at_child_friendly_spaces_cfs,Provision of structured PSS for girls and boys at Child Friendly Spaces (CFS),cpie,protection
psychosocial_and_mental_health_support,provision_of_pss_for_girls_and_boys_with_alternative_modalities_including_home_based_and_outdoor_smaller_groups_and_community_based_activities,"Provision of PSS for girls and boys  with alternative modalities including home based and, outdoor smaller groups and community-based activities",cpie,protection
adolescents_programming,establish_adolescents_clubs_boys_girls_clubs_girls_boys_separate_club_in_community_for_peer_to_peer_support;,Establish Adolescents Clubs (boys & girls clubs/Girls & boys separate club) in community for peer to peer support;,cpie,protection
awareness_raising_and_advocacy,provision_of_awareness_and_positive_parenting_sessions_to_parents_and_caregivers_to_support_their_children's_psychosocial_wellbeing,Provision of awareness and positive parenting sessions to parents and caregivers to support their children's psychosocial wellbeing,cpie,protection
awareness_raising_and_advocacy,community_based_awareness_raising_on_child_protection_issues_and_wellbeing_messaging_and_support_community_capacity_building_on_these_topics_parents_community_members,Community-based awareness raising on child protection issues and wellbeing messaging and support community capacity building on these topics (parents/community members),cpie,protection
adolescents_programming,establish_adolescent_friendly_centers_adolescent_social_hubs_girls_friendly_facilities_to_provide_life_skills_new_generations_skills,Establish adolescent friendly centers (Adolescent Social Hubs & Girls Friendly facilities) to provide Life Skills & new generations skills,cpie,protection
"social,_economic_and_education_reintegration",provision_of_social_reintegration_and_life_skills_assistance_to_children_and_youth_who_have_suffered_from_grave_child_rights_violations_including_former_caac,Provision of social reintegration and life skills assistance to children and youth who have suffered from grave child rights violations (including former CAAC),cpie,protection
"social,_economic_and_education_reintegration",provision_of_education_reintegration_assistance_to_children_and_youth_who_have_suffered_from_grave_child_rights_violations_including_former_caac,Provision of education reintegration assistance to children and youth who have suffered from grave child rights violations (including former CAAC),cpie,protection
training_capacity_building,capacity_building_and_mentoring_of_child_protection_workers_and_staff_from_other_sectors_on_the_norms_and_standards_of_child_protection_and_to_adapt_new_tools_and_working_modalities_including_pss_caring_for_child_survivors_cs_of_gbv_case_management_pfa_and_covid_19_messages_social_worker_case_worker_teachers_health_workers_authorities_staff_members,"Capacity building and mentoring of child protection workers and staff from other sectors on the norms and standards of child protection and to adapt new tools and working modalities, including PSS, Caring for Child Survivors (CS) of GBV Case Management, PFA, and COVID-19 messages (social worker, case worker, teachers, health workers, authorities, staff members)",cpie,protection
six_grave_child_rights_violations,strengthening_the_monitoring_and_reporting_system_of_the_6_grave_violations_including_capacity_building_of_service_providers_and_other_stakeholders,"Strengthening the monitoring and reporting system of the 6 grave violations, including capacity building of service providers and other stakeholders",cpie,protection
"social,_economic_and_education_reintegration",cp_provision_of_economic_reintegration_assistance_to_children_and_youth_who_have_suffered_from_grave_child_rights_violations_including_former_caac,CP-Provision of economic reintegration assistance to children and youth who have suffered from grave child rights violations (including former CAAC),cpie,protection
integrated_case_management_services,identification_registration_referrals_facilitation_of_access_to_services_and_follow_up_of_case_management_services_in_line_with_the_afghanistan_sop_for_case_management,"Identification, registration, referrals, facilitation of access to services, and  follow up of case management services in line with the Afghanistan SOP for Case Management",cpie,protection
integrated_case_management_services,provision_of_gbv_response_to_child_survivors_and_children_in_risk_of_gender_based_and_sexual_abuse_including_child_marriage,"Provision of GBV response to child survivors and children in risk of gender based and sexual abuse, including child marriage",cpie,protection
integrated_case_management_services,provision_of_cash_as_a_component_of_the_case_management_services,Provision of cash as a component of the Case Management services,cpie,protection
emergency_supplies_distribution,provision_of_winterization_items_to_children_and_caregivers,Provision of Winterization items to children and caregivers,cpie,protection
emergency_supplies_distribution,provision_of_hygiene_kits,Provision of Hygiene Kits,cpie,protection
legal_support,provision_of_legal_support_to_at_risk_vulnerable_population,Provision of  legal support to at-risk vulnerable population,gbv,protection
integrated_case_management_services,provision_of_family_tracing_and_reunification_ftr_services_to_unaccompanied_and_separated_children_uasc,Provision of Family Tracing and Reunification (FTR) services to Unaccompanied and Separated Children (UASC),cpie,protection
psychosocial_and_mental_health_assistance,provision_of_mhpss_services_to_at_risk_vulnerable_population,Provision of MHPSS services to at-risk vulnerable population,gbv,protection
distribution_of_dignity_kits_to_women_and_girls,distribution_of_dignity_kits_to_at_risk_idp_returnee_and_non_displaced_populations,"Distribution of dignity kits to at-risk IDP, returnee and non-displaced populations",gbv,protection
awareness_raising_and_advocacy,increased_community_awareness_of_and_capacity_to_respond_to_gbv,Increased community awareness of and capacity to respond to GBV,gbv,protection
awareness_raising_and_advocacy,individuals_with_specific_needs_or_heightened_vulnerability_are_reached_with_timely_and_safe_protection_oriented_direct_or_referral_assistance,Individuals with specific needs or heightened vulnerability are reached with timely and safe protection oriented direct or referral assistance,gbv,protection
capacity_of_frontline_providers_to_respond_to_gbv_is_built,capacity_building_of_humanitarians,Capacity Building of humanitarians,gbv,protection
protection_monitoring,enhanced_protection_analysis_of_the_environment,Enhanced protection analysis of the environment,gp,protection
provision_of_cash_for_protection_aligned_on_meb,individuals_with_specific_needs_or_heightened_vulnerability_are_reached_with_protection_oriented_direct_or_referral_assistance,Individuals with specific needs or heightened vulnerability are reached with protection oriented direct or referral assistance,gp,protection
community-based_protection_activities,community_based_protection_initiatives_conducted_with_the_affected_or_at_risk_communities_to_enhance_community_resilience_prevent_and_address_protection_concerns,"Community-based protection initiatives conducted with the affected or at risk communities to enhance community resilience, prevent and address protection concerns",gp,protection
health_assistance,provision_of_integrated_gbv_health_services_to_at_risk_vulnerable_population,Provision of integrated GBV Health services to at-risk vulnerable population,gbv,protection
provision_of_individual_protection_assistance_ipa:_emergency_cash_assistance,individuals_with_specific_needs_or_heightened_vulnerability_are_reached_with_protection_oriented_direct_or_referral_assistance,Individuals with specific needs or heightened vulnerability are reached with protection oriented direct or referral assistance,gp,protection
provision_of_individual_protection_assistance_ipa:_in-kind,individuals_with_specific_needs_or_heightened_vulnerability_are_reached_with_protection_oriented_direct_or_referral_assistance,Individuals with specific needs or heightened vulnerability are reached with protection oriented direct or referral assistance,gp,protection
provision_of_psycho-social_support_pss_assistance,individuals_with_specific_needs_or_heightened_vulnerability_are_reached_with_protection_oriented_direct_or_referral_assistance,Individuals with specific needs or heightened vulnerability are reached with protection oriented direct or referral assistance,gp,protection
provision_of_legal_counselling_and_assistance_identity_and_civil_documentation,individuals_with_specific_needs_or_heightened_vulnerability_are_reached_with_protection_oriented_direct_or_referral_assistance,Individuals with specific needs or heightened vulnerability are reached with protection oriented direct or referral assistance,gp,protection
anti_counter_trafficking,individuals_with_specific_needs_or_heightened_vulnerability_are_reached_with_protection_oriented_direct_or_referral_assistance,Individuals with specific needs or heightened vulnerability are reached with protection oriented direct or referral assistance,gp,protection
"information,_counselling_and_legal_assistance",information_sharing_on_hlp_rights_and_legal_identity,Information sharing on HLP rights and legal identity,hlp,protection
"information,_counselling_and_legal_assistance",counselling_on_hlp_and_legal_identity,Counselling on HLP and legal identity,hlp,protection
land_identification_and_allocation,land_identification_and_allocation,Land identification and allocation,hlp,protection
training_capacity_building,capacity_building_for_duty_bearers_humanitarian_and_other_partners,"Capacity Building for duty bearers, humanitarian and other partners",hlp,protection
"information,_counselling_and_legal_assistance",legal_assistance_on_hlp_and_legal_identity,Legal Assistance on HLP and legal identity,hlp,protection
victim_assistance,victim_assistance_psychosocial_support_livelihood_support_physical_rehabilitation_and_referrals_of_people_injured_by_explosive_ordnance,"Victim Assistance (Psychosocial support, livelihood support, physical rehabilitation and Referrals) of people injured by explosive ordnance",ma,protection
establishment_and_management_of_the_community_centers,regular,Regular Activity,cccm_mechanisms,cccm
multi-sectorial_service_coordination_in_isets_and_idp_sites,regular,Regular Activity,cccm_service_coordination,cccm
cccm_referral_and_escalation_systems_established,regular,Regular Activity,cccm_referral_mechanism,cccm
isets_and_idp_sites_with_app_psea_feedback_mechanism,regular,Regular Activity,feedback_mechanisms,cccm
establish_mobile_cccm_team_per_site_area,regular,Regular Activity,mobile_site_management,cccm
"cccm_mobile_site_managers_staff_with_cccm_training_tot,_protection,_psea_and_gbv_risk_mitigation_training",regular,Regular Activity,cccm_training_capacity_building_activites,cccm
population_profiling_and_registration_in_isets_and_idp_sites,regular,Regular Activity,population_information_management,cccm
"provision_of_displacement_sites_with_active_relocation,_resettlement_or_return_programmes",regular,Regular Activity,return_relocation_integration,cccm
intention_return_surveys,regular,Regular Activity,return_relocation_integration,cccm
monthly_needs_assessments_in_isets_idp_sites,regular,Regular Activity,service_monitoring,cccm
education,regular,Regular Activity,service_provision,cccm
food_and_nutrition,regular,Regular Activity,service_provision,cccm
"isets_idp_sites_with_representative_governance_structures,_community_focal_points_and_committees",regular,Regular Activity,participation,cccm
health,regular,Regular Activity,service_provision,cccm
protection,regular,Regular Activity,service_provision,cccm
shelter,regular,Regular Activity,service_provision,cccm
wash,regular,Regular Activity,service_provision,cccm
esnfi,regular,Regular Activity,service_provision,cccm
risk_communication_and_information_campaigns_on_covid-19,response_covid19,COVID-19 Response,sharing_information,cccm
risk_communication_and_information_campaigns_on_flood_risk_mitigation,response_flood,Flood Risk Mitigation,sharing_information,cccm
conduct_safety_audits_rapid_gender_assesssments,regular,Regular Activity,site_care_and_maintenance,cccm
ensure_care_and_maintenance_of_the_isets_and_idp_site’s_infrastructure,regular,Regular Activity,site_care_and_maintenance,cccm
use_of_wash_cluster_perception_indicators,regular_resilience,Regular Activity (Resilience/ Sustainability Response),accountability_quality_assurance,wash
use_of_wash_cluster_perception_indicators,regular_life_saving,Regular Activity (Life Saving Response),accountability_quality_assurance,wash
use_of_wash_cluster_perception_indicators,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),accountability_quality_assurance,wash
use_of_wash_cluster_perception_indicators,response_covid19_life_saving,COVID-19 Response (Life Saving Response),accountability_quality_assurance,wash
use_of_wash_cluster_perception_indicators,response_drought_life_saving,Drought Response (Life Saving Response),accountability_quality_assurance,wash
use_of_wash_cluster_perception_indicators,response_cholera_life_saving,Cholera Response (Life Saving Response),accountability_quality_assurance,wash
use_of_wash_cluster_perception_indicators,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),accountability_quality_assurance,wash
wash_assistance_after_consultation_on_gbv_risks,regular_life_saving,Regular Activity (Life Saving Response),wash_gbv_mitigation,wash
wash_assistance_after_consultation_on_gbv_risks,regular_resilience,Regular Activity (Resilience/ Sustainability Response),wash_gbv_mitigation,wash
use_of_wash_cluster_perception_indicators,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),accountability_quality_assurance,wash
wash_assistance_after_consultation_on_gbv_risks,response_covid19_life_saving,COVID-19 Response (Life Saving Response),wash_gbv_mitigation,wash
wash_assistance_after_consultation_on_gbv_risks,response_drought_life_saving,Drought Response (Life Saving Response),wash_gbv_mitigation,wash
wash_assistance_after_consultation_on_gbv_risks,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),wash_gbv_mitigation,wash
wash_assistance_after_consultation_on_gbv_risks,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),wash_gbv_mitigation,wash
wash_assistance_after_consultation_on_gbv_risks,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),wash_gbv_mitigation,wash
use_of_wash_​gbv_checklist,regular_life_saving,Regular Activity (Life Saving Response),wash_gbv_mitigation,wash
use_of_wash_​gbv_checklist,regular_resilience,Regular Activity (Resilience/ Sustainability Response),wash_gbv_mitigation,wash
use_of_wash_​gbv_checklist,response_covid19_life_saving,COVID-19 Response (Life Saving Response),wash_gbv_mitigation,wash
wash_assistance_after_consultation_on_gbv_risks,response_cholera_life_saving,Cholera Response (Life Saving Response),wash_gbv_mitigation,wash
use_of_wash_​gbv_checklist,response_covid19_resilience,COVID-19 Response (Resilience/ Sustainability Response),wash_gbv_mitigation,wash
use_of_wash_​gbv_checklist,response_drought_life_saving,Drought Response (Life Saving Response),wash_gbv_mitigation,wash
use_of_wash_​gbv_checklist,response_drought_resilience,Drought Response (Resilience/ Sustainability Response),wash_gbv_mitigation,wash
use_of_wash_​gbv_checklist,response_cholera_life_saving,Cholera Response (Life Saving Response),wash_gbv_mitigation,wash
use_of_wash_​gbv_checklist,response_cholera_resilience,Cholera Response (Resilience/ Sustainability Response),wash_gbv_mitigation,wash
