activity_description_id,indicator_id,indicator_name
capacity_building_of_duty-bearers_on_hlp_legal_identity,no_of_government_humanitarian_and_other_partners_receiving_training_and_or_technical_support_on_hlp,"# of government, humanitarian and other partners receiving training and/or technical support on HLP"
explosive_hazard_clearance_people_benefitting,no_of_people_living_within_one_kilometre_of_a_known_explosive_hazard_benefitting_from_the_removal_of_those_explosive_hazards,# of people living within one kilometre of a known explosive hazard benefitting from the removal of those explosive hazards
explosive_hazard_clearance_square_metres_cleared,square_metres_of_area_cleared_from_known_explosive_hazards,Square metres of area cleared from known explosive hazards
explosive_ordnance_risk_education_eore,no_of_vulnerable_people_receiving_eore,# of vulnerable people receiving EORE
explosive_ordnance_disposal_eod_survey,no_of_conflict_affected_people_benefitting_from_explosive_ordnance_disposal_and_survey_activities,# of conflict-affected people benefitting from Explosive Ordnance Disposal and survey activities
awareness_raising,no_of_persons_reached_through_sensitization_on_gbv_&_psea_principles_prevention_and_reporting,"# of persons reached through sensitization on GBV & PSEA principles, prevention and reporting"
capacity_building,no_of_persons_specialists_and_non_specialists_benefitting_from_training_capacity_building_initiatives,# of persons (specialists and non-specialists) benefitting from training/capacity building initiatives
data_information_management,no_of_joint_partner_assessments_and_or_analysis_conducted,# of joint/partner assessments and/or analysis conducted
livelihood_empowerment,no_of_persons_benefiting_from_empowerment_skills_building_and_livelihood_programs,"# of persons benefiting from empowerment, skills building and livelihood programs"
community_gbv_protection_mechanisms,no_of_community_groups_structures_monitoring_and_addressing_gbv_prevention_and_mitigation,# of community groups/structures monitoring and addressing GBV prevention and mitigation
material_support,no_of_beneficiaries_reached_with_critical_material_support_dignity_hygiene_kits,"# of beneficiaries reached with critical material support (dignity, hygiene kits)"
safety_security,no_of_beneficiaries_accessing_women_and_girls_youth_friendly_spaces_within_the_communities,"# of beneficiaries accessing women and girls, youth friendly spaces within the communities"
specialized_gbv_services,no_of_functional_referral_pathways_in_place_that_includes_multi_sectoral_services_for_gbv_survivors,# of functional referral pathways in place that includes multi-sectoral services for GBV survivors
children_6_59_screening,no_of_boys_and_girls_aged_6_59_months_screened_for_acute_malnutrition,# of boys and girls aged 6-59 months screened for acute malnutrition
mam_0_59_admissions,no_of_children_under_5_admitted_for_treatment_of_moderate_acute_malnutrition_mam,# of children under 5 admitted for treatment of Moderate Acute Malnutrition (MAM)
specialized_gbv_services,no_of_beneficiaries_reached_through_provision_of_specialized_multi_sectoral_services,# of beneficiaries reached through provision of specialized/multi-sectoral services
odp_mam_children_discharged_cured_a,no_of_opd_mam_children_discharged_cured_a,# of OPD MAM children discharged cured (A)
odp_sam_children_discharged_cured_a,no_of_opd_sam_children_discharged_cured_a,# of OPD SAM children discharged cured (A)
sam_0_59_admissions,no_of_children_under_5_admitted_for_treatment_of_severe_acute_malnutrition_sam,# of children under 5 admitted for treatment of Severe Acute Malnutrition (SAM)
odp_am_plw_admissions,no_of_plws_admitted_for_acute_malnutrition_in_opd_am,# of PLWs admitted for acute malnutrition in OPD-AM
nutrition_health_education_session,no_of_participants_receiving_nutrition_and_health_education_session_,# of participants receiving nutrition and health education session
no_gbv_survivors_receiving_cmr_services,sexual_violence,Sexual Violence
no_inidviduals_receiving_financial_support_primarily_to_assist_with_medical_care_costs,financial_support,Financial Support
no_hcws_provided_training,health_care_worker_performance,Health Care Worker performance
no_of_people_reached_by_health_education_messaging_targeting_behaviour_change,risk_communication_community_engagement,Risk Communication and Community Engagement
no_mental_health_consultations_by_a_health_care_provider,mental_health_pss,Mental Health and PSS
no_individuals_received_physical_rehabilitation_services,disabilities_physical_rehabilitation,Disabilities and physical rehabilitation
no_psychosocial_pfa_interventions_by_a_health_care_provider_or_non_hcp,mental_health_pss,Mental Health and PSS
no_of_outpatient_consultations,general_clinical_services,General Clinical Services
no_of_consultations,emergency_critical_care_services,Emergency and Critical Care Services
acute_malnutrition_screening_muac_edema_sam_mam,no_children_screened_muac,# of children screened for MUAC
phc_outpatient_services,no_outpatient_consultations,# of outpatient consultations
mobile_health_iert_services,no_iert_established_and_functional,# of IERTs established and functional
community_mobilization_support_to_mass_vaccinations_drug_treatments,no_mass_vaccination_campaigns_supported,# of mass vaccination campaigns supported
physical_rehabilitation_support,no_outpatient_consultations,# of outpatient consultations
ambulance_service,no_outpatient_consultations,# of outpatient consultations
vaccination_penta_3_lt_1_yr,no_vaccinated_penta_3_<_1_yrs,# vaccinated Penta 3 in < 1 year old
vaccination_measles,no_children_vaccinated_measles,# of children vaccinated against measles
primary_injury_care_basic_resuscitation,no_outpatient_consultations,# of outpatient consultations
basic_child_care_imci_outpatient_sam,no_outpatient_consultations_per_person_per_year,# of outpatient consultations per person per year (target > = 1 new visit / person / year)
management_of_children_including_neonates_suffering_from_severe_very_severe_illness,no_outpatient_consultations_per_person_per_year,# of outpatient consultations per person per year (Target > = 1 new visit / person / year)
management_of_children_6_to_9_months_sam_complications,no_outpatient_consultations_per_person_per_year,# of outpatient consultations per person per year (Target > = 1 new visit / person / year)
iec_early_identification_referral_priority_diseases,no_people_reached_health_education_messaging_targeting_behavior_change,# of people reached by health education messaging targeting behavior change
iec_hygieneinfection_control,no_people_reached_health_education_messaging_targeting_behavior_change,# of people reached by health education messaging targeting behavior change
vector_control_iec_impregnated_nets_insecticide_spraying,no_people_reached_health_education_messaging_targeting_behavior_change,# of people reached by health education messaging targeting behavior change
iec_prevention_sti_hiv_infections_behavioural_change_communication,no_people_reached_health_education_messaging_targeting_behaviour_change,# of people reached by health education messaging targeting behaviour change
family_planning_mnh,no_people_using_modern_contraceptives,"# of people using modern contraceptives (Includes condoms, pills, injectables, vasectomy etc)"
antenatal_care_mnh,no_people_attending_anc,# of people attending ANC
skilled_birth_attendant_normal_attendant,no_births_assisted_by_sba_normal_delivery,# of births assisted by a skilled birth attendant (Normal delivery)
bemoc,no_births_assisted_by_sba_bemoc,# of births assisted by a skilled birth attendant (at BEmOC HCF)
cemoc,no_births_assisted_by_sba_cemoc,# of births assisted by a skilled birth attendant (at CEmOC HCF)
treatment_diabetes,no_of_diabetic_patients_treated,# of diabetic patients treated
clinical_management_victems_rape,no_rape_victems_recieving_cmr,# of rape cases receiving CMR (Clinical Management of Rape)
hcw_training_trauma_mcm,no_hcp_trained_Trauma/MCM,# HCP Trained - Trauma/MCM
hcw_training_srh,no_hcp_trained_SRH,# HCP Trained - SRH
hcw_training_sgbv,no_hcp_trained_SGBV,# HCP Trained - SGBV
hcw_training_mh_pss,no_hcp_trained_MH/PSS,# HCP Trained - MH/PSS
hcw_training_case_management,no_hcp_trained_casemanagement,# HCP Trained - Case Management
